编号,中文,英语,定义,注释
8.3.6,水体生物污染,biological pollution of water body,病原微生物、寄生虫或寄生虫卵等进入水体或某些水生生物过量繁殖、生长引起的水体污染。,
8.3.7,水体热污染,thermal pollution of water body,受人为排放热量进入水体导致水温异常升高造成的水体污染。,注：水温异常升高会使水体溶解氧减少，影响水生生态系统平衡。
8.3.8,污染物,pollutant,由人类活动产生或由自然界释放，进入水体后使水体的正常组成和性质发生变化，并对人类产生直接或间接危害的物质。,
8.3.9,污染物迁移,transport of pollutant,污染物在水体中的移动、富集、分散与消失的过程。,注：主要包括机械迁移、物理化学迁移、生物迁移等。
8.3.9.1,机械迁移,physical transport,污染物在水的机械和重力作用下，被水流挟带而进行的搬迁。,
8.3.9.2,物理化学迁移,physicochemical transport,污染物在水体中发生物理化学作用时所伴随的污染物形态变化及富集。,
8.3.9.3,生物迁移,biological transport,污染物通过水生物新陈代谢、生长、死亡等生理过程而伴随的生物富集。,
8.3.9.4,水生物富集,enrichment of aquatic organism,,
8.3.10,污染物转化,transformation of pollutant,污染物在水体中通过物理、化学和生物作用，改变形态或转变为另一种污染物的过程。,
8.3.10.1,物理转化,physical transformation,污染物在水体中的蒸发、渗透、凝聚、吸附、解吸以及放射性元素蜕变等的过程。,
8.3.10.2,化学转化,chemical transformation,污染物在水体中的光化学氧化、氧化还原、络合分解等的过程。,
8.3.10.3,生物转化,biological transformation,污染物在水体中的生化反应、生物体吸收、代谢作用及生物降解等的过程。,
8.3.11,污染物降解,degradation of pollutant,水体中天然和人工合成的有机污染物质被破坏与矿化的过程。,注：主要包括生物降解、光化学降解和化学降解等。
8.3.11.1,生物降解,biological degradation,需氧微生物以生化方法使污染物降解。,
8.3.11.2,光化学降解,opto-chemical degradation,,
8.3.11.3,化学降解,chemical degradation,在催化反应或非催化反应下使污染物降解。,
8.3.12,酸沉降,acid deposition,大气中酸性污染物的自然沉降。,注：分为干沉降和湿沉降。
8.3.12.1,湿沉降,wet deposition,降水时高空雨滴吸收大气中酸性污染物降落到地表的过程。,
8.3.12.2,干沉降,dry deposition,大气中酸性污染物受重力、颗粒物吸附等作用降落到地表的过程。,
8.3.13,污水,sewage,在生产与生活活动中排放的、受到一定污染的弃水。,
8.3.13.1,工业废水,industrial wastewater,,注：工业生产过程中产生污水的环节包括工艺加工、机器设备冷却、烟气洗涤、设备和场地清洗等。
8.3.13.2,农业污水,agricultural sewage,农作物种植、牲畜饲养以及农产品加工等生产过程中排放的污水。,
8.3.13.3,城市污水,municipal sewage,城镇排入城市排水系统的污水的总称。,注：主要包括城镇生活、城市初期雨水径流等。
8.3.13.4,生活污水,domestic sewage,人们在日常生活中产生的污水。,注：包括洗涤、沐浴、冲厕等生活产生的污水。
8.3.13.5,医疗机构污水,discharging sewage from medical institution,,注：相关部门包括门诊、病房、手术室、检验室、病理解剖室、放射室、洗衣房、太平间等。
8.3.14,污染负荷,pollution load,在一定时段内，进入水体的污染物质总量。,
8.3.15,污水水质,water quality of sewage,污水的化学、物理、生物等方面特征及其组成状况。,注：一般特指污水中有害物质或有害因素的状况。
8.3.16,退水水质,water quality of drainage water,排水设施排出的水的化学、物理、生物等方面特征及其组成状况。,注：包括灌溉渠系退水。
8.3.17,净化率,purification rate,在一定时段内，某种污染物被水体净化能力所净化的量与输入水体的量的比值。,
8.3.18,水质软化处理,water softening treatment,,
8.3.19,单位工业产值废水排放量,wastewater discharge per unit industrial output value,,
8.3.20,人均生活污水排放量,per capita domestic sewage discharge,一定时段一定区域范围内的生活污水排放量与对应人口数量的比值。,
8.3.21,污径比,dilution ratio,污水排入量与河流径流量的比值。,
8.3.22,岸边污染带,near-shore polluted belt,,注：向宽深比较大的水体岸边排放污水时，若排放速度与水体流速差别不大，会在水体岸边形成带状；污染水域。
8.3.23,污水库,sewage reservoir,储存污水和调节污水排放量的水库。,
8.3.24,水体污染源,pollution source of water body,向水体排放污染物或对水环境产生有害影响的场所、设备和装置等。,注：通常也包括污染物进入水体的途径。
8.3.24.1,天然污染源,natural pollution source,自然界自行向水体排放有害物质或造成有害影响的场所。,
8.3.24.2,人为污染源,artificial pollution source,由人类活动而形成的水体污染源。,
8.3.24.3,点污染源,point pollution source,进入水体的污染物有固定范围的排污场所或装置。,注：如城市、工矿企业等排出污水的稳定排污口。
8.3.24.4,非点源污染源,non-point pollution source,面源污染源 diffuse pollution source 进入水体的污染物没有固定范围的排污场所或装置。,注：如地表径流、水土流失、农田排水、放射性沉降、酸沉降等挟带污染物呈“面”状进入水体造成；污染。
8.3.25,污染项目,pollution item,浓度值不满足设定标准限值要求的水质项目。,
8.3.26,超标项目,exceeding standard item,水质浓度值不满足水质类别管理目标要求的水质项目。,
8.3.27,水质达标率,rate of water quality reaching standard,,
8.3.28,水质变化趋势分析,trend analysis of water quality change,采用定性和定量相结合的方法，分析一定时段内水质的时空变化情况的工作。,注：常见的分析方法有序列建模法和趋势检验法等，其中趋势检验法又可分为参数检验法和非参数检；验法。
8.3.29,水质模型,water quality model,描述污染物在水体中运动变化规律及其影响因素相互关系的数学表达式和计算方法。,
8.3.29.1,综合水质模型,integrated water quality model,描述多个水质项目（组分）相互作用的数学表达式。,
8.3.29.2,河流水质模型,river water quality model,河流水污染模型 river water pollution model描述河流水质变化基本规律的数学表达式。,
8.3.29.3,湖泊水质模型,lake water quality model,描述湖泊水质的物理、化学和生物转化过程的数学表达式。,
8.3.29.4,河口水质模型,estuary water quality model,描述入海河口和感潮河段水质变化基本规律的数学表达式。,
8.3.30,水温模型,water temperature model,描述河流、湖泊、水库和其它水体温度场变化规律的数学模型。,
8.4.1,水资源开发利用现状评价,present situation assessment of water resources,development 对一个流域或特定区域的水资源开发、利用、配置、节约和保护等方面目前现状和历史 演变过程进行的分析评定。,
8.4.2,跨流域调水,inte-rbasin water transfer,通过工程措施将水资源较丰富流域的水调至水资源紧缺的流域。,
8.4.3,用水评估,water use assessment,对一定时段一定区域的供水来源、用水数量、用户分配、用水效率、节水潜力等状况进 行分析和评价的工作。,
8.4.4,用水合理性分析,reasonableness analysis of water use,,
8.4.5,万元,GDP,一定时期一定区域内平均每产生一万元区内生产总值的取用水量。,
8.4.5,用水量,water abstraction per ten thousan yuan GDP,一定时期一定区域内平均每产生一万元区内生产总值的取用水量。,
8.4.6,万元工业增加值用水量,water abstraction per ten thousand yuan industrial added,value 一定时期一定区域内平均每产生一万元工业增加值的取用水量。,
8.4.7,人均用水量,per capita water consumption,,
8.4.8,含水层开采模数,exploiting modulus of aquifer,单位时间从单位面积含水层中抽取出来的地下水量。,
8.4.9,地下水开采系数,exploiting coefficient of groundwater,地下水多年平均开采量与多年平均可开采量的比值。,
8.4.10,地下水生态水位,ecological groundwater level,能避免产生生态系统严重退化问题的适当的地下水水位。,
8.4.11,地下水超采区,area of groundwater overdraft,某一时期某一范围地下水开采量超过了该范围内的地下水可开采量，造成地下水水位持续下降的区域。,
8.4.12,供水量,amount of water supply,,
8.4.13,可供水量,amount of available water supply,考虑来水和用水条件，通过各种工程措施可提供的最大水量。,
8.4.14,用水量,amount of water use,,注：按照计量点的不同可分为毛用水量和净用水量。从取水口开始计量包括输水损失在内的为毛用水；量，从输水系统末端计量分配到用水户的为净用水量。
8.4.15,水资源利用率,utilization ratio of water resources,不同水平年、多年平均或不同保证率的年供水量与其相应水资源量的比值。,注：供水量按一次开发的不重复供水量计。
8.4.16,水资源重复利用率,repeated utilization ratio of water resources,,
8.4.17,耗水总量,total water consumption,,
8.4.18,用水消耗量,water consumption in water use,在输水、用水过程中消耗掉而不能回归至地表水体和地下含水层的水量。,注：如蒸腾、蒸发、土壤吸收、产品携带、居民和牲畜饮用等。
